index,city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
537,Maseru,Maseru,-29.3167,27.4833,Lesotho,LS,LSO,Maseru,primary,361324.0,1426977668
3798,Mafeteng,Mafeteng,-29.8166,27.25,Lesotho,LS,LSO,Mafeteng,admin,57059.0,1426506047
3959,Leribe,Leribe,-28.878,28.056,Lesotho,LS,LSO,Leribe,admin,47675.0,1426721246
4471,Mohale’s Hoek,Mohale's Hoek,-30.159,27.48,Lesotho,LS,LSO,Mohale’s Hoek,admin,24992.0,1426343192
4508,Quthing,Quthing,-30.411,27.716,Lesotho,LS,LSO,Quthing,admin,24130.0,1426618526
4753,Butha-Buthe,Butha-Buthe,-28.75,28.25,Lesotho,LS,LSO,Butha-Buthe,admin,16330.0,1426574356
5066,Mokhotlong,Mokhotlong,-29.291,29.078,Lesotho,LS,LSO,Mokhotlong,admin,8809.0,1426785819
5276,Teyateyaneng,Teyateyaneng,-29.153,27.753,Lesotho,LS,LSO,Berea,admin,5115.0,1426159118
6580,Qacha’s Nek,Qacha's Nek,-30.1154,28.6894,Lesotho,LS,LSO,Qacha’s Nek,admin,,1426361264
6704,Thaba-Tseka,Thaba-Tseka,-29.522,28.6084,Lesotho,LS,LSO,Thaba-Tseka,admin,,1426611266
536,Valletta,Valletta,35.8997,14.5147,Malta,MT,MLT,Valletta,primary,368250.0,1470574399
5377,Sliema,Sliema,35.9125,14.5019,Malta,MT,MLT,Sliema,admin,,1470229986
5392,Fgura,Fgura,35.8703,14.5133,Malta,MT,MLT,Fgura,admin,,1470252842
5393,Birkirkara,Birkirkara,35.8972,14.4611,Malta,MT,MLT,Birkirkara,admin,,1470754290
5395,Ħamrun,Hamrun,35.8847,14.4844,Malta,MT,MLT,Ħamrun,admin,,1470141385
5403,Senglea,Senglea,35.8875,14.5169,Malta,MT,MLT,Isla,admin,,1470598185
5411,Tarxien,Tarxien,35.8658,14.515,Malta,MT,MLT,Tarxien,admin,,1470230507
5418,Floriana,Floriana,35.8958,14.5083,Malta,MT,MLT,Floriana,admin,,1470089344
5420,Imsida,Imsida,35.8925,14.4828,Malta,MT,MLT,Imsida,admin,,1470395922
5424,Santa Venera,Santa Venera,35.8908,14.4742,Malta,MT,MLT,Santa Venera,admin,,1470983296
5427,Pietà,Pieta,35.8947,14.495,Malta,MT,MLT,Pietà,admin,,1470444069
5428,Ta’ Xbiex,Ta' Xbiex,35.8992,14.4944,Malta,MT,MLT,Ta’ Xbiex,admin,,1470129537
5439,Gżira,Gzira,35.9058,14.4881,Malta,MT,MLT,Gżira,admin,,1470739045
5465,San Ġwann,San Gwann,35.9056,14.4761,Malta,MT,MLT,San Ġwann,admin,,1470073144
5479,San Ġiljan,San Giljan,35.9197,14.4844,Malta,MT,MLT,San Ġiljan,admin,,1470707733
5496,Vittoriosa,Vittoriosa,35.8922,14.5183,Malta,MT,MLT,Birgu,admin,,1470805169
5500,Balzan,Balzan,35.9003,14.455,Malta,MT,MLT,Balzan,admin,,1470875655
5519,Qormi,Qormi,35.8783,14.4719,Malta,MT,MLT,Qormi,admin,,1470879234
5532,Mosta,Mosta,35.9092,14.4256,Malta,MT,MLT,Mosta,admin,,1470176983
5544,Żabbar,Zabbar,35.8761,14.535,Malta,MT,MLT,Żabbar,admin,,1470317969
5549,Swieqi,Swieqi,35.9225,14.48,Malta,MT,MLT,Swieqi,admin,,1470279940
5570,Kalkara,Kalkara,35.8892,14.5328,Malta,MT,MLT,Kalkara,admin,,1470563392
5571,Cospicua,Cospicua,35.8856,14.5275,Malta,MT,MLT,Bormla,admin,,1470541461
5585,Marsaskala,Marsaskala,35.8669,14.5619,Malta,MT,MLT,Marsaskala,admin,,1470808916
5594,Lija,Lija,35.9006,14.4464,Malta,MT,MLT,Lija,admin,,1470862409
5595,Victoria,Victoria,36.0444,14.2397,Malta,MT,MLT,Rabat (Ghawdex),admin,,1470128499
5602,Żejtun,Zejtun,35.8558,14.5331,Malta,MT,MLT,Żejtun,admin,,1470320205
5622,Fontana,Fontana,36.0375,14.2361,Malta,MT,MLT,Fontana,admin,,1470427419
5624,Paola,Paola,35.8731,14.4989,Malta,MT,MLT,Paola,admin,,1470416994
5628,Xgħajra,Xghajra,35.8856,14.5475,Malta,MT,MLT,Xgħajra,admin,,1470535936
5632,Iklin,Iklin,35.9092,14.4522,Malta,MT,MLT,Iklin,admin,,1470330332
5659,Kirkop,Kirkop,35.8422,14.4853,Malta,MT,MLT,Kirkop,admin,,1470075119
5664,Pembroke,Pembroke,35.9306,14.4764,Malta,MT,MLT,Pembroke,admin,,1470802229
5675,Attard,Attard,35.8897,14.4425,Malta,MT,MLT,Attard,admin,,1470765022
5681,Marsa,Marsa,35.8792,14.4953,Malta,MT,MLT,Marsa,admin,,1470720892
5700,Għargħur,Gharghur,35.9242,14.4519,Malta,MT,MLT,Għargħur,admin,,1470917815
5703,Żebbuġ,Zebbug,35.8719,14.4411,Malta,MT,MLT,Żebbuġ,admin,,1470473600
5709,Gudja,Gudja,35.8492,14.5031,Malta,MT,MLT,Gudja,admin,,1470798142
5722,Imqabba,Imqabba,35.8461,14.4672,Malta,MT,MLT,Imqabba,admin,,1470934982
5725,Saint Paul’s Bay,Saint Paul's Bay,35.9483,14.4006,Malta,MT,MLT,San Pawl il-Baħar,admin,,1470879974
5732,Marsaxlokk,Marsaxlokk,35.8419,14.5431,Malta,MT,MLT,Marsaxlokk,admin,,1470596833
5738,Għaxaq,Ghaxaq,35.8489,14.5167,Malta,MT,MLT,Għaxaq,admin,,1470648445
5739,Birżebbuġa,Birzebbuga,35.8258,14.5269,Malta,MT,MLT,Birżebbuġa,admin,,1470830646
5740,Żurrieq,Zurrieq,35.8311,14.4742,Malta,MT,MLT,Żurrieq,admin,,1470331348
5741,Naxxar,Naxxar,35.9136,14.4436,Malta,MT,MLT,Naxxar,admin,,1470470220
5776,Safi,Safi,35.8331,14.4847,Malta,MT,MLT,Safi,admin,,1470417421
5783,Imtarfa,Imtarfa,35.8933,14.3989,Malta,MT,MLT,Imtarfa,admin,,1470946814
5786,Kerċem,Kercem,36.0419,14.2267,Malta,MT,MLT,Kerċem,admin,,1470847062
5806,Luqa,Luqa,35.8589,14.4886,Malta,MT,MLT,Luqa,admin,,1470901810
5818,Qrendi,Qrendi,35.8347,14.4583,Malta,MT,MLT,Qrendi,admin,,1470797535
5879,Xewkija,Xewkija,36.0328,14.2581,Malta,MT,MLT,Xewkija,admin,,1470040289
5888,Għasri,Ghasri,36.0578,14.2264,Malta,MT,MLT,Għasri,admin,,1470127050
5900,Dingli,Dingli,35.8614,14.3822,Malta,MT,MLT,Dingli,admin,,1470281352
5921,Xagħra,Xaghra,36.05,14.2644,Malta,MT,MLT,Xagħra,admin,,1470781874
5928,Imdina,Imdina,35.8869,14.4025,Malta,MT,MLT,Imdina,admin,,1470959100
5936,Nadur,Nadur,36.0378,14.2942,Malta,MT,MLT,Nadur,admin,,1470985739
5946,Munxar,Munxar,36.03,14.2333,Malta,MT,MLT,Munxar,admin,,1470116785
5961,Sannat,Sannat,36.0244,14.2428,Malta,MT,MLT,Sannat,admin,,1470546177
5983,Siġġiewi,Siggiewi,35.8556,14.4364,Malta,MT,MLT,Siġġiewi,admin,,1470181462
5985,Rabat,Rabat,35.8822,14.3981,Malta,MT,MLT,Rabat,admin,,1470262687
6001,Mellieħa,Mellieha,35.9564,14.3622,Malta,MT,MLT,Mellieħa,admin,,1470660015
6038,Għajnsielem,Ghajnsielem,36.0264,14.285,Malta,MT,MLT,Għajnsielem,admin,,1470050658
6056,Qala,Qala,36.0361,14.3094,Malta,MT,MLT,Qala,admin,,1470520722
6069,Santa Luċija,Santa Lucija,36.0431,14.2172,Malta,MT,MLT,Santa Luċija,admin,,1470880833
6134,Żebbuġ,Zebbug,36.0722,14.2358,Malta,MT,MLT,Żebbuġ (Ghawdex),admin,,1470804129
6147,Imġarr,Imgarr,35.9206,14.3664,Malta,MT,MLT,Imġarr,admin,,1470038163
6189,Għarb,Gharb,36.06,14.2089,Malta,MT,MLT,Għarb,admin,,1470113453
6278,San Lawrenz,San Lawrenz,36.0556,14.2036,Malta,MT,MLT,San Lawrenz,admin,,1470602161
534,Tallinn,Tallinn,59.4339,24.728,Estonia,EE,EST,Harjumaa,primary,394024.0,1233260021
3251,Tartu,Tartu,58.3839,26.7099,Estonia,EE,EST,Tartumaa,admin,101092.0,1233809410
4032,Pärnu,Parnu,58.3747,24.5136,Estonia,EE,EST,Pärnumaa,admin,44192.0,1233955054
4611,Viljandi,Viljandi,58.3639,25.59,Estonia,EE,EST,Viljandimaa,admin,20309.0,1233067368
4937,Haapsalu,Haapsalu,58.9431,23.5414,Estonia,EE,EST,Läänemaa,admin,11805.0,1233967642
5680,Rapla,Rapla,59.0072,24.7928,Estonia,EE,EST,Raplamaa,admin,,1233013333
5701,Rakvere,Rakvere,59.3464,26.3558,Estonia,EE,EST,Lääne-Virumaa,admin,,1233049348
5713,Jõgeva,Jogeva,58.7467,26.3939,Estonia,EE,EST,Jõgevamaa,admin,,1233192849
5735,Kuressaare,Kuressaare,58.2481,22.5039,Estonia,EE,EST,Saaremaa,admin,,1233341219
5760,Võru,Voru,57.8339,27.0194,Estonia,EE,EST,Võrumaa,admin,,1233754374
5765,Põlva,Polva,58.0603,27.0694,Estonia,EE,EST,Põlvamaa,admin,,1233866730
5826,Paide,Paide,58.8856,25.5572,Estonia,EE,EST,Järvamaa,admin,,1233393684
5877,Kärdla,Kardla,58.9978,22.7492,Estonia,EE,EST,Hiiumaa,admin,,1233977488
5885,Valga,Valga,57.7744,26.0453,Estonia,EE,EST,Valgamaa,admin,,1233406308
6368,Jõhvi,Johvi,59.3592,27.4211,Estonia,EE,EST,Ida-Virumaa,admin,,1233731045
7492,Narva,Narva,59.3776,28.1603,Estonia,EE,EST,Ida-Virumaa,minor,66980.0,1233751159
8048,Kohtla-Järve,Kohtla-Jarve,59.4,27.2833,Estonia,EE,EST,Ida-Virumaa,minor,46060.0,1233016348
533,Bissau,Bissau,11.865,-15.5984,Guinea-Bissau,GW,GNB,Bissau,primary,403339.0,1624168850
4351,Bafatá,Bafata,12.167,-14.666,Guinea-Bissau,GW,GNB,Bafatá,admin,29704.0,1624735310
4837,Gabú,Gabu,12.28,-14.234,Guinea-Bissau,GW,GNB,Gabú,admin,14430.0,1624988048
4976,Bolama,Bolama,11.583,-15.4828,Guinea-Bissau,GW,GNB,Bolama/Bijagós,admin,10769.0,1624958412
4993,Cacheu,Cacheu,12.269,-16.165,Guinea-Bissau,GW,GNB,Cacheu,admin,10490.0,1624294223
5016,Catió,Catio,11.2167,-15.1667,Guinea-Bissau,GW,GNB,Tombali,admin,9898.0,1624933572
5169,Farim,Farim,12.493,-15.227,Guinea-Bissau,GW,GNB,Oio,admin,6792.0,1624753622
6369,Quinhámel,Quinhamel,11.8869,-15.8556,Guinea-Bissau,GW,GNB,Biombo,admin,,1624877378
6778,Buba,Buba,11.5889,-14.9958,Guinea-Bissau,GW,GNB,Quinara,admin,,1624903078
15214,Fulacunda,Fulacunda,11.773,-15.195,Guinea-Bissau,GW,GNB,,,1311.0,1624165742
532,Bratislava,Bratislava,48.15,17.117,Slovakia,SK,SVK,Bratislavský,primary,423737.0,1703195001
1858,Košice,Kosice,48.7304,21.25,Slovakia,SK,SVK,Košický,admin,236563.0,1703452690
3327,Prešov,Presov,48.9997,21.2394,Slovakia,SK,SVK,Prešovský,admin,94718.0,1703231427
3402,Žilina,Zilina,49.2198,18.7494,Slovakia,SK,SVK,Žilinský,admin,87625.0,1703289183
3454,Banská Bystrica,Banska Bystrica,48.7333,19.15,Slovakia,SK,SVK,Banskobystrický,admin,82336.0,1703015198
3604,Trnava,Trnava,48.3666,17.6,Slovakia,SK,SVK,Trnavský,admin,69785.0,1703497997
5835,Nitra,Nitra,48.309,18.0873,Slovakia,SK,SVK,Nitriansky,admin,,1703890031
5860,Trenčín,Trencin,48.8867,18.048,Slovakia,SK,SVK,Trenčiansky,admin,,1703029695
8106,Zvolen,Zvolen,48.5837,19.1332,Slovakia,SK,SVK,Banskobystrický,minor,44502.0,1703102070
506,Kathmandu,Kathmandu,27.7167,85.3166,Nepal,NP,NPL,Bāgmatī,primary,895000.0,1524589448
1421,Jitpur,Jitpur,27.6666,85.3333,Nepal,NP,NPL,,,337785.0,1524593184
1894,Heṭauḍā,Hetauda,27.4167,85.0334,Nepal,NP,NPL,,admin,232334.0,1524551914
2099,Pokhara,Pokhara,28.264,83.972,Nepal,NP,NPL,,admin,200000.0,1524416084
2238,Birāṭnagar,Biratnagar,26.4837,87.2833,Nepal,NP,NPL,,admin,182324.0,1524520011
2767,Birgañj,Birganj,27.0004,84.8666,Nepal,NP,NPL,,,133238.0,1524676691
3664,Nepālgañj,Nepalganj,28.0503,81.6167,Nepal,NP,NPL,,,64400.0,1524207917
5478,Janakpur,Janakpur,26.7288,85.9263,Nepal,NP,NPL,,admin,,1524563587
5623,Butwāl,Butwal,27.7006,83.4484,Nepal,NP,NPL,,admin,,1524843250
5809,Birendranagar,Birendranagar,28.5967,81.6166,Nepal,NP,NPL,,admin,,1524574121
6385,Godāwari̇̄,Godawari,28.8755,80.5776,Nepal,NP,NPL,,admin,,1524020578
7106,Dhangaḍhi̇̄,Dhangadhi,28.695,80.593,Nepal,NP,NPL,,,92294.0,1524561456
7573,Bhairāhawā,Bhairahawa,27.5333,83.3833,Nepal,NP,NPL,,,63367.0,1524444140
8638,Hanumānnagar,Hanumannagar,26.5333,86.7333,Nepal,NP,NPL,,,33061.0,1524363655
9436,Bāglung,Baglung,28.2667,83.5833,Nepal,NP,NPL,,,23296.0,1524266307
10008,Dadeldhurā,Dadeldhura,29.3,80.6,Nepal,NP,NPL,,,19014.0,1524639464
10232,Īlām,Ilam,26.908,87.926,Nepal,NP,NPL,,,17491.0,1524034598
10663,Salyan,Salyan,28.35,82.1833,Nepal,NP,NPL,,,15000.0,1524828921
10664,Rāmechhāp,Ramechhap,27.326,86.087,Nepal,NP,NPL,Janakpur,,15000.0,1524628973
10665,Bhimphedi̇̄,Bhimphedi,27.551,85.13,Nepal,NP,NPL,,,15000.0,1524596923
14443,Jumlā,Jumla,29.25,82.2167,Nepal,NP,NPL,,,9073.0,1524473131
451,Copenhagen,Copenhagen,55.6786,12.5635,Denmark,DK,DNK,Hovedstaden,primary,1085000.0,1208763942
1849,Aarhus,Aarhus,56.1572,10.2107,Denmark,DK,DNK,Midtjylland,minor,237551.0,1208841031
2468,Odense,Odense,55.4004,10.3833,Denmark,DK,DNK,Syddanmark,minor,158222.0,1208194249
2912,Aalborg,Aalborg,57.0337,9.9166,Denmark,DK,DNK,Nordjylland,admin,122219.0,1208789278
3566,Esbjerg,Esbjerg,55.467,8.45,Denmark,DK,DNK,Syddanmark,minor,72205.0,1208757169
3892,Vejle,Vejle,55.709,9.535,Denmark,DK,DNK,Syddanmark,admin,51177.0,1208585023
4219,Viborg,Viborg,56.4333,9.4,Denmark,DK,DNK,Midtjylland,admin,34831.0,1208606810
4384,Hillerød,Hillerod,55.9333,12.3167,Denmark,DK,DNK,Hovedstaden,admin,28313.0,1208278269
5150,Sorø,Soro,55.433,11.5667,Denmark,DK,DNK,Sjælland,admin,7167.0,1208841384
8112,Roskilde,Roskilde,55.65,12.0833,Denmark,DK,DNK,Sjælland,minor,44285.0,1208722269
8879,Svendborg,Svendborg,55.0704,10.6167,Denmark,DK,DNK,Syddanmark,minor,29180.0,1208924964
9355,Frederikshavn,Frederikshavn,57.4337,10.5333,Denmark,DK,DNK,Nordjylland,minor,24103.0,1208910213
386,Geneva,Geneva,46.21,6.14,Switzerland,CH,CHE,Genève,admin,1240000.0,1756810813
434,Zürich,Zurich,47.38,8.55,Switzerland,CH,CHE,Zürich,admin,1108000.0,1756539143
547,Bern,Bern,46.9167,7.467,Switzerland,CH,CHE,Bern,primary,275329.0,1756374318
727,Basel,Basel,47.5804,7.59,Switzerland,CH,CHE,Basel-Stadt,admin,830000.0,1756731313
1701,Lausanne,Lausanne,46.5304,6.65,Switzerland,CH,CHE,Vaud,admin,265702.0,1756055099
1784,Lucerne,Lucerne,47.0504,8.28,Switzerland,CH,CHE,Luzern,admin,250000.0,1756544536
3171,Lugano,Lugano,46.0004,8.9667,Switzerland,CH,CHE,Ticino,,105388.0,1756503816
3502,Biel/Bienne,Biel/Bienne,47.1666,7.25,Switzerland,CH,CHE,Bern,,78708.0,1756649723
3594,Sankt Gallen,Sankt Gallen,47.423,9.362,Switzerland,CH,CHE,Sankt Gallen,admin,70572.0,1756343098
4143,Chur,Chur,46.85,9.5,Switzerland,CH,CHE,Graubünden,admin,38293.0,1756471395
4279,Fribourg,Fribourg,46.8,7.15,Switzerland,CH,CHE,Fribourg,admin,32827.0,1756145667
4313,Neuchâtel,Neuchatel,46.999,6.923,Switzerland,CH,CHE,Neuchâtel,admin,31270.0,1756726571
4529,Zug,Zug,47.179,8.487,Switzerland,CH,CHE,Zug,admin,23435.0,1756703208
4821,Solothurn,Solothurn,47.212,7.537,Switzerland,CH,CHE,Solothurn,,14853.0,1756021237
4846,Schwyz,Schwyz,47.02,8.648,Switzerland,CH,CHE,Schwyz,admin,14177.0,1756270644
4898,Liestal,Liestal,47.483,7.737,Switzerland,CH,CHE,Basel-Landschaft,admin,12832.0,1756371637
5037,Sarnen,Sarnen,46.899,8.243,Switzerland,CH,CHE,Obwalden,admin,9410.0,1756451113
5076,Altdorf,Altdorf,46.879,8.638,Switzerland,CH,CHE,Uri,admin,8678.0,1756957308
5136,Stans,Stans,46.95,8.3833,Switzerland,CH,CHE,Nidwalden,admin,7475.0,1756019042
5239,Glarus,Glarus,47.05,9.0667,Switzerland,CH,CHE,Glarus,admin,5681.0,1756095767
5243,Appenzell,Appenzell,47.3333,9.4167,Switzerland,CH,CHE,Appenzell Innerrhoden,admin,5649.0,1756770881
5636,Solothurn,Solothurn,47.2066,7.5166,Switzerland,CH,CHE,Solothurn,admin,,1756650126
5649,Aarau,Aarau,47.3896,8.0524,Switzerland,CH,CHE,Aargau,admin,,1756722157
5748,Schaffhausen,Schaffhausen,47.6973,8.6349,Switzerland,CH,CHE,Schaffhausen,admin,,1756849233
5931,Delémont,Delemont,47.3664,7.329,Switzerland,CH,CHE,Jura,admin,,1756748908
8590,Schaffhausen,Schaffhausen,47.706,8.633,Switzerland,CH,CHE,Schaffhausen,,33863.0,1756003651
8965,Sion,Sion,46.239,7.354,Switzerland,CH,CHE,Valais,,28045.0,1756457392
9594,Frauenfeld,Frauenfeld,47.568,9.108,Switzerland,CH,CHE,Thurgau,,21979.0,1756399413
10372,Bellinzona,Bellinzona,46.197,9.02,Switzerland,CH,CHE,Ticino,,16572.0,1756130026
10572,Aarau,Aarau,47.39,8.034,Switzerland,CH,CHE,Aargau,,15501.0,1756007454
10588,Herisau,Herisau,47.3833,9.2833,Switzerland,CH,CHE,Appenzell Ausserrhoden,,15438.0,1756581563
11602,Delémont,Delemont,47.37,7.345,Switzerland,CH,CHE,Jura,,11315.0,1756015980
381,Stockholm,Stockholm,59.3508,18.0973,Sweden,SE,SWE,Stockholm,primary,1264000.0,1752425602
999,Göteborg,Goteborg,57.75,12.0,Sweden,SE,SWE,Västra Götaland,admin,537797.0,1752059374
1688,Malmö,Malmo,55.5833,13.0333,Sweden,SE,SWE,Skåne,admin,269349.0,1752705818
2771,Uppsala,Uppsala,59.8601,17.64,Sweden,SE,SWE,Stockholm,,133117.0,1752330831
3132,Västerås,Vasteras,59.63,16.54,Sweden,SE,SWE,Västmanland,admin,107194.0,1752826955
3282,Örebro,Orebro,59.2803,15.22,Sweden,SE,SWE,Örebro,admin,98573.0,1752223019
3303,Linköping,Linkoping,58.41,15.6299,Sweden,SE,SWE,Östergötland,admin,96732.0,1752963378
3362,Helsingborg,Helsingborg,56.0505,12.7,Sweden,SE,SWE,Skåne,minor,91304.0,1752789933
3376,Jönköping,Jonkoping,57.7713,14.165,Sweden,SE,SWE,Jönköping,admin,89780.0,1752079041
3505,Umeå,Umea,63.83,20.24,Sweden,SE,SWE,Västerbotten,admin,78197.0,1752273881
3547,Karlstad,Karlstad,59.3671,13.4999,Sweden,SE,SWE,Värmland,admin,74141.0,1752502445
3621,Gävle,Gavle,60.667,17.1666,Sweden,SE,SWE,Gävleborg,admin,68635.0,1752586931
3746,Växjö,Vaxjo,56.8837,14.8167,Sweden,SE,SWE,Kronoberg,admin,59600.0,1752263370
3822,Halmstad,Halmstad,56.6718,12.8556,Sweden,SE,SWE,Halland,admin,55657.0,1752392511
3936,Luleå,Lulea,65.5966,22.1584,Sweden,SE,SWE,Norrbotten,admin,48638.0,1752765449
3992,Östersund,Ostersund,63.1833,14.65,Sweden,SE,SWE,Jämtland,admin,46178.0,1752026711
4022,Trollhättan,Trollhattan,58.2671,12.3,Sweden,SE,SWE,Västra Götaland,minor,44543.0,1752863731
4180,Falun,Falun,60.613,15.647,Sweden,SE,SWE,Dalarna,admin,36477.0,1752939220
4208,Karlskrona,Karlskrona,56.203,15.296,Sweden,SE,SWE,Blekinge,admin,35212.0,1752316086
4214,Kalmar,Kalmar,56.667,16.3666,Sweden,SE,SWE,Kalmar,admin,35024.0,1752640618
4402,Nyköping,Nykoping,58.764,17.015,Sweden,SE,SWE,Södermanland,admin,27582.0,1752377083
4545,Visby,Visby,57.6337,18.3,Sweden,SE,SWE,Gotland,admin,22593.0,1752027172
4726,Härnösand,Harnosand,62.634,17.934,Sweden,SE,SWE,Västernorrland,admin,17016.0,1752644953
5451,Uppsala,Uppsala,59.85,17.6333,Sweden,SE,SWE,Uppsala,admin,,1752953686
7155,Norrköping,Norrkoping,58.5954,16.1787,Sweden,SE,SWE,Östergötland,minor,88639.0,1752803583
7363,Sundsvall,Sundsvall,62.4001,17.3167,Sweden,SE,SWE,Västernorrland,minor,73389.0,1752024232
7539,Borås,Boras,57.7304,12.92,Sweden,SE,SWE,Västra Götaland,minor,65008.0,1752555835
8308,Borlänge,Borlange,60.4833,15.4167,Sweden,SE,SWE,Dalarna,minor,39422.0,1752944924
8680,Kristianstad,Kristianstad,56.0337,14.1333,Sweden,SE,SWE,Skåne,minor,32188.0,1752606470
8728,Skellefteå,Skelleftea,64.7721,20.95,Sweden,SE,SWE,Västerbotten,minor,31311.0,1752233025
8990,Örnsköldsvik,Ornskoldsvik,63.318,18.7167,Sweden,SE,SWE,Västernorrland,minor,27749.0,1752250773
9614,Vänersborg,Vanersborg,58.363,12.33,Sweden,SE,SWE,Västra Götaland,minor,21835.0,1752467593
10131,Kiruna,Kiruna,67.85,20.2166,Sweden,SE,SWE,Norrbotten,minor,18154.0,1752001526
10688,Mariestad,Mariestad,58.705,13.828,Sweden,SE,SWE,Västra Götaland,minor,14891.0,1752879298
11020,Bollnäs,Bollnas,61.352,16.3666,Sweden,SE,SWE,Gävleborg,minor,13398.0,1752287863
350,Auckland,Auckland,-36.8481,174.763,New Zealand,NZ,NZL,Auckland,admin,1377200.0,1554435911
535,Wellington,Wellington,-41.3,174.7833,New Zealand,NZ,NZL,Wellington,primary,393400.0,1554772152
1303,Manukau City,Manukau City,-37.0,174.885,New Zealand,NZ,NZL,Auckland,,375600.0,1554797148
1333,Christchurch,Christchurch,-43.535,172.63,New Zealand,NZ,NZL,Canterbury,admin,363200.0,1554377228
2034,Waitakere,Waitakere,-36.8524,174.5543,New Zealand,NZ,NZL,Auckland,,208100.0,1554034359
2047,Northcote,Northcote,-36.7913,174.7758,New Zealand,NZ,NZL,Auckland,,205605.0,1554717659
2595,Hamilton,Hamilton,-37.7783,175.2896,New Zealand,NZ,NZL,Waikato,admin,148200.0,1554873040
2914,Tauranga,Tauranga,-37.6964,176.1536,New Zealand,NZ,NZL,Bay of Plenty,,121500.0,1554759867
2955,Dunedin,Dunedin,-45.8854,170.491,New Zealand,NZ,NZL,Otago,admin,117700.0,1554475997
3227,Lower Hutt,Lower Hutt,-41.2037,174.9123,New Zealand,NZ,NZL,Wellington,,102400.0,1554623632
3452,Palmerston North,Palmerston North,-40.3527,175.6072,New Zealand,NZ,NZL,Manawatu-Wanganui,admin,82400.0,1554138183
3725,Nelson,Nelson,-41.2926,173.2474,New Zealand,NZ,NZL,Nelson,admin,60800.0,1554017097
3785,Napier,Napier,-39.49,176.9265,New Zealand,NZ,NZL,Hawke’s Bay,admin,57800.0,1554064936
3880,Whangarei,Whangarei,-35.7256,174.323,New Zealand,NZ,NZL,Northland,admin,52200.0,1554000636
3927,Invercargill,Invercargill,-46.4094,168.365,New Zealand,NZ,NZL,Southland,admin,49200.0,1554148942
4126,Upper Hutt,Upper Hutt,-41.1355,175.029,New Zealand,NZ,NZL,Wellington,,39200.0,1554000042
4235,Gisborne,Gisborne,-38.6633,178.0181,New Zealand,NZ,NZL,Gisborne,admin,34300.0,1554359840
4341,Blenheim,Blenheim,-41.5135,173.955,New Zealand,NZ,NZL,Marlborough,admin,30300.0,1554001426
4670,Whakatane,Whakatane,-37.9574,176.9828,New Zealand,NZ,NZL,Bay of Plenty,admin,18700.0,1554253729
5012,Greymouth,Greymouth,-42.4716,171.2231,New Zealand,NZ,NZL,West Coast,admin,10100.0,1554984303
5338,Waitangi,Waitangi,-44.0263,-176.3696,New Zealand,NZ,NZL,Chatham Islands,admin,300.0,1554847194
5669,Richmond,Richmond,-41.339,173.185,New Zealand,NZ,NZL,Tasman,admin,,1554001427
5795,Stratford,Stratford,-39.3409,174.2845,New Zealand,NZ,NZL,Taranaki,admin,,1554001293
7734,Rotorua,Rotorua,-38.1317,176.2483,New Zealand,NZ,NZL,Bay of Plenty,,56200.0,1554000379
7847,New Plymouth,New Plymouth,-39.0556,174.0748,New Zealand,NZ,NZL,Taranaki,,52500.0,1554939405
7848,Porirua,Porirua,-41.1219,174.8524,New Zealand,NZ,NZL,Wellington,,52500.0,1554561880
8155,Whanganui,Whanganui,-39.9326,175.0393,New Zealand,NZ,NZL,Manawatu-Wanganui,,43200.0,1554827998
9036,Timaru,Timaru,-44.3972,171.2425,New Zealand,NZ,NZL,Canterbury,,27200.0,1554243304
9138,Pukekohe East,Pukekohe East,-37.2015,174.9033,New Zealand,NZ,NZL,,,26300.0,1554599644
9231,Paraparaumu,Paraparaumu,-40.9034,174.9989,New Zealand,NZ,NZL,Wellington,,25263.0,1554166459
9521,Taupo,Taupo,-38.693,176.0771,New Zealand,NZ,NZL,Waikato,,22600.0,1554654784
9832,Masterton,Masterton,-40.9439,175.6456,New Zealand,NZ,NZL,Wellington,,20200.0,1554641049
9933,Levin,Levin,-40.6124,175.2772,New Zealand,NZ,NZL,Manawatu-Wanganui,,19550.0,1554983635
10199,Ashton,Ashton,-43.8983,171.7486,New Zealand,NZ,NZL,Canterbury,,17700.0,1554784264
10367,Macetown,Macetown,-45.0227,168.7251,New Zealand,NZ,NZL,Otago,,16600.0,1554582165
10631,Cambridge,Cambridge,-37.8894,175.4703,New Zealand,NZ,NZL,Waikato,,15192.0,1554000848
11032,Tokoroa,Tokoroa,-38.2245,175.8705,New Zealand,NZ,NZL,Waikato,,13350.0,1554951529
11681,Hawera,Hawera,-39.5795,174.278,New Zealand,NZ,NZL,Taranaki,,11100.0,1554872573
11948,Kairaki,Kairaki,-43.3813,172.651,New Zealand,NZ,NZL,Canterbury,,10200.0,1554001309
13261,Thames,Thames,-37.1384,175.5853,New Zealand,NZ,NZL,Waikato,,6756.0,1554802053
13717,Kerikeri,Kerikeri,-35.2285,173.9507,New Zealand,NZ,NZL,Northland,,5856.0,1554530676
14084,Kaitaia,Kaitaia,-35.1099,173.2727,New Zealand,NZ,NZL,Northland,,5202.0,1554000934
14192,Wanaka,Wanaka,-44.698,169.1449,New Zealand,NZ,NZL,Otago,,5037.0,1554152950
